,X,Y,sigmaX,sigmaY
0,0.0,0.0,0.0,0.0
1,6.428427165698478,6.755253225546163,2.100107140114721,1.9806743060207979
2,-7.276739905332164,18.335455919494393,1.7624714132243708,1.661588463201531
3,1.0472661452930485,18.724538951084497,2.100107140114719,1.767320550963158
4,-11.34207452554241,17.514241479095556,2.100107139929275,1.9806743060207979
5,-6.1740287123654705,-6.071260501590981,1.9785353291732537,1.644059577850622
6,9.944443908229152,10.992613252728516,1.786173667644979,1.6723776725007098
7,10.184473169719084,2.3454609252860608,1.8707918546658788,1.9806743060204244
8,2.0175471651515036,-6.044718191181465,2.100107140114721,1.9806743060207932
9,-20.687625848691674,14.860406348829093,2.100107140084061,1.9806743060207979
10,-20.187295340712563,-3.1020842617208557,2.1001071401101528,1.9806743060207979
11,-17.165831234988218,26.906356788003286,2.1001071401147207,1.9806743060207979
12,12.436872860324064,-16.835724580345886,2.100107140019461,1.9806743060188188
13,21.95643207819934,-19.612342569304747,1.9505620085583615,1.9806743060207979
