,X,Y,sigma_X,sigma_Y
0,6.508251753212496,6.406413847317176,10.780140823045922,7.884922711514201
1,-6.578418976007659,5.683638098216453,6.0441691519072,6.409114507921485
2,-6.177592888867342,-7.071544167231685,11.801404013945312,9.569329467767014
3,6.883208988179025,-6.882903979088457,8.43803688874343,12.65707652327724
4,-4.581280329200632,11.462322417956306,31.571131563036023,15.916358829401112
5,3.679869861802937,11.767459365979583,12.67121638121072,14.447532640676606
6,-11.682000000001143,3.015997739580677,37.240261175702095,15.303837531733349
7,12.820499999999853,3.8675904106102643,35.79537545015185,44.549999999998086
8,-11.652736538233134,-4.877722221245092,21.409850825551747,19.97606790995118
9,-0.103982494719346,13.638557610426679,44.54999999971433,27.12177299934751
10,12.970142696360297,-4.224344114698961,44.54999999999994,44.54999999997107
11,4.482040347162706,-12.68270705396349,35.5376760248878,18.40198142287931
12,14.546822112884222,-0.07691985629984896,30.547050098916635,12.54787718704193
13,-13.250511892245003,-0.814462883352052,31.206557606196306,33.845676964704595
14,0.4053232222838486,-14.45851092895073,16.247399070570452,12.77470837035856
